expense_id,employee_id,amount,expense_type,submission_day,flagged
1843,1015,192.62,Meals,Weekday,0
1844,1090,36.05,Accommodation,Weekday,0
1845,1163,184.44,Meals,Weekend,1
1846,1137,168.62,Accommodation,Weekday,0
1847,1091,157.86,Meals,Weekday,0
1848,1080,114.56,Meals,Weekday,0
1849,1125,94.26,Supplies,Weekday,0
1850,1088,131.37,Supplies,Weekday,0
1851,1145,187.55,Meals,Weekday,0
1852,1091,100.91,Travel,Weekday,0
1853,1001,89.26,Travel,Weekday,0
1854,1127,117.43,Accommodation,Weekday,0
1855,1039,104.42,Supplies,Weekday,0
1856,1041,110.22,Meals,Weekday,0
1857,1094,219.34,Travel,Weekend,1
1858,1152,73.66,Accommodation,Weekday,0
1859,1128,195.68,Accommodation,Weekend,1
1860,1015,175.43,Meals,Weekday,0
1861,1169,33.52,Accommodation,Weekday,0
1862,1164,77.19,Supplies,Weekday,0
1863,1104,116.98,Supplies,Weekend,1
1864,1036,116.41,Travel,Weekday,0
1865,1198,88.01,Meals,Weekday,0
1866,1133,180.79,Supplies,Weekday,0
1867,1149,132.16,Travel,Weekday,0
1868,1113,124.33,Accommodation,Weekend,1
1869,1094,197.77,Meals,Weekday,0
1870,1173,76.4,Meals,Weekday,0
1871,1039,85.38,Accommodation,Weekend,1
1872,1053,96.64,Supplies,Weekday,0
1873,1045,36.23,Accommodation,Weekday,0
1874,1163,118.68,Accommodation,Weekend,1
1875,1118,157.49,Travel,Weekday,0
1876,1040,44.03,Meals,Weekday,0
1877,1097,57.06,Accommodation,Weekend,1
1878,1066,122.46,Travel,Weekday,0
1879,1125,140.56,Accommodation,Weekday,0
1880,1022,105.12,Meals,Weekday,0
1881,1170,96.45,Accommodation,Weekday,0
1882,1060,200.96,Meals,Weekday,0
1883,1016,85.09,Meals,Weekday,0
1884,1192,210.79,Travel,Weekday,0
1885,1002,86.16,Accommodation,Weekday,0
1886,1077,151.07,Accommodation,Weekday,0
1887,1029,84.7,Accommodation,Weekday,0
1888,1020,94.23,Supplies,Weekday,0
1889,1143,81.94,Meals,Weekday,0
1890,1061,163.71,Supplies,Weekday,0
1891,1059,217.78,Meals,Weekend,1
1892,1114,126.19,Supplies,Weekend,1
1893,1136,57.16,Accommodation,Weekday,0
1894,1065,157.67,Travel,Weekday,0
1895,1153,208.55,Meals,Weekday,0
1896,1105,172.29,Meals,Weekend,1
1897,1066,37.02,Supplies,Weekend,1
1898,1014,83.39,Supplies,Weekday,0
1899,1011,71.13,Supplies,Weekend,1
1900,1018,123.54,Travel,Weekday,0
1901,1013,154.46,Meals,Weekday,0
1902,1142,186.9,Travel,Weekday,0
1903,1086,144.06,Travel,Weekday,0
1904,1010,210.88,Supplies,Weekday,0
1905,1062,230.95,Accommodation,Weekday,0
1906,1042,206.12,Supplies,Weekday,0
1907,1194,79.55,Meals,Weekend,1
1908,1170,161.86,Accommodation,Weekday,0
1909,1128,153.0,Meals,Weekday,0
1910,1131,233.66,Meals,Weekday,0
1911,1084,308.25,Accommodation,Weekend,1
1912,1024,97.49,Supplies,Weekday,0
1913,1083,134.28,Supplies,Weekday,0
1914,1073,128.89,Accommodation,Weekday,0
1915,1052,194.84,Travel,Weekday,0
1916,1162,115.74,Meals,Weekday,0
1917,1152,164.84,Travel,Weekday,0
1918,1130,125.76,Meals,Weekday,0
1919,1178,32.94,Meals,Weekday,0
1920,1177,122.48,Meals,Weekday,0
1921,1012,136.55,Travel,Weekday,0
1922,1034,140.4,Accommodation,Weekday,0
1923,1182,186.8,Accommodation,Weekday,0
1924,1145,100.07,Travel,Weekday,0
1925,1178,61.92,Travel,Weekday,0
1926,1029,210.77,Accommodation,Weekday,0
1927,1039,98.02,Supplies,Weekday,0
1928,1109,137.17,Accommodation,Weekday,0
1929,1029,129.69,Supplies,Weekday,0
1930,1185,34.38,Accommodation,Weekday,0
1931,1087,213.73,Travel,Weekday,0
1932,1089,143.8,Supplies,Weekday,0
1933,1064,163.19,Supplies,Weekday,0
1934,1096,202.14,Travel,Weekday,0
1935,1071,118.28,Meals,Weekend,1
1936,1011,162.38,Supplies,Weekday,0
1937,1135,137.14,Travel,Weekday,0
1938,1077,174.5,Meals,Weekday,0
1939,1017,104.94,Supplies,Weekend,1
1940,1103,221.68,Travel,Weekday,0
1941,1064,59.06,Accommodation,Weekday,0
1942,1137,209.96,Accommodation,Weekday,0
1943,1036,214.92,Accommodation,Weekday,0
1944,1028,146.03,Accommodation,Weekday,0
1945,1173,123.02,Meals,Weekend,1
1946,1103,209.46,Supplies,Weekday,0
1947,1121,183.62,Accommodation,Weekday,0
1948,1043,77.22,Accommodation,Weekday,0
1949,1163,160.27,Travel,Weekday,0
1950,1017,112.19,Travel,Weekday,0
1951,1078,152.8,Supplies,Weekday,0
1952,1159,163.11,Accommodation,Weekday,0
1953,1108,78.88,Travel,Weekday,0
1954,1019,42.47,Meals,Weekday,0
1955,1033,92.11,Travel,Weekday,0
1956,1072,201.89,Supplies,Weekday,0
1957,1168,134.6,Accommodation,Weekend,1
1958,1097,203.41,Meals,Weekday,0
1959,1162,232.82,Travel,Weekday,0
1960,1184,135.0,Travel,Weekday,0
1961,1119,156.37,Accommodation,Weekday,0
1962,1026,177.59,Meals,Weekday,0
1963,1017,4.89,Meals,Weekend,1
1964,1148,88.33,Supplies,Weekend,1
1965,1145,124.36,Travel,Weekend,1
1966,1154,192.61,Meals,Weekday,0
1967,1155,39.63,Accommodation,Weekday,0
1968,1096,172.18,Travel,Weekend,1
1969,1142,95.46,Accommodation,Weekday,0
1970,1172,159.64,Travel,Weekday,0
1971,1046,104.27,Travel,Weekday,0
1972,1118,111.15,Supplies,Weekday,0
1973,1035,97.61,Accommodation,Weekday,0
1974,1018,104.6,Accommodation,Weekday,0
1975,1098,199.98,Accommodation,Weekday,0
1976,1044,64.79,Travel,Weekday,0
1977,1102,43.35,Supplies,Weekday,0
1978,1056,55.55,Accommodation,Weekday,0
1979,1075,95.12,Accommodation,Weekend,1
1980,1118,119.38,Accommodation,Weekday,0
1981,1156,136.97,Travel,Weekday,0
1982,1015,119.69,Supplies,Weekday,0
1983,1149,88.76,Supplies,Weekend,1
1984,1071,244.36,Travel,Weekday,0
1985,1054,162.87,Accommodation,Weekday,0
1986,1139,80.65,Supplies,Weekday,0
1987,1143,125.99,Supplies,Weekday,0
1988,1054,191.29,Supplies,Weekday,0
1989,1046,93.67,Travel,Weekday,0
1990,1072,113.29,Accommodation,Weekday,0
1991,1026,100.69,Meals,Weekday,0
1992,1110,195.14,Meals,Weekday,0
1993,1098,151.87,Travel,Weekday,0
1994,1138,87.24,Accommodation,Weekday,0
1995,1094,255.11,Accommodation,Weekday,0
1996,1142,67.01,Supplies,Weekend,1
1997,1180,125.47,Accommodation,Weekday,0
1998,1120,198.88,Travel,Weekday,0
1999,1090,119.58,Accommodation,Weekday,0
2000,1032,107.09,Meals,Weekday,0
2001,1198,152.88,Meals,Weekday,0
2002,1099,136.58,Supplies,Weekday,0
2003,1021,77.1,Accommodation,Weekday,0
2004,1064,169.21,Travel,Weekday,0
2005,1057,77.36,Meals,Weekday,0
2006,1026,43.67,Travel,Weekday,0
2007,1115,139.34,Meals,Weekday,0
2008,1139,75.57,Meals,Weekend,1
2009,1187,130.12,Meals,Weekday,0
2010,1071,151.41,Travel,Weekday,0
2011,1032,139.7,Travel,Weekday,0
2012,1113,316.26,Accommodation,Weekend,1
2013,1193,216.78,Supplies,Weekday,0
2014,1136,162.56,Accommodation,Weekend,1
2015,1025,159.11,Travel,Weekend,1
2016,1172,178.17,Accommodation,Weekend,1
2017,1054,129.69,Travel,Weekend,1
2018,1110,124.4,Meals,Weekday,0
2019,1179,126.79,Supplies,Weekday,0
2020,1136,101.64,Supplies,Weekday,0
2021,1134,251.6,Travel,Weekday,0
2022,1056,69.62,Accommodation,Weekday,0
2023,1184,188.12,Travel,Weekday,0
2024,1118,179.11,Travel,Weekday,0
2025,1164,172.11,Travel,Weekday,0
2026,1072,134.12,Travel,Weekday,0
2027,1077,77.18,Supplies,Weekday,0
2028,1157,158.11,Supplies,Weekday,0
2029,1050,158.1,Accommodation,Weekday,0
2030,1046,272.83,Supplies,Weekday,0
2031,1111,170.53,Meals,Weekend,1
2032,1083,148.94,Meals,Weekday,0
2033,1181,132.71,Travel,Weekday,0
2034,1150,108.04,Meals,Weekday,0
2035,1185,147.45,Supplies,Weekday,0
2036,1055,168.85,Travel,Weekday,0
2037,1030,86.21,Meals,Weekday,0
2038,1067,103.38,Accommodation,Weekend,1
2039,1189,78.76,Supplies,Weekday,0
2040,1114,160.65,Travel,Weekday,0
2041,1059,198.89,Travel,Weekday,0
2042,1164,30.99,Supplies,Weekday,0
2043,1033,111.93,Supplies,Weekend,1
2044,1000,239.1,Accommodation,Weekday,0
2045,1040,176.13,Meals,Weekday,0
2046,1103,154.77,Supplies,Weekday,0
2047,1171,59.8,Supplies,Weekday,0
2048,1034,183.98,Accommodation,Weekday,0
2049,1154,127.31,Supplies,Weekday,0
2050,1148,177.0,Travel,Weekday,0
2051,1199,266.19,Accommodation,Weekday,0
2052,1081,52.55,Supplies,Weekday,0
2053,1022,218.07,Supplies,Weekday,0
2054,1040,113.55,Travel,Weekend,1
2055,1177,205.71,Travel,Weekday,0
2056,1021,95.43,Accommodation,Weekday,0
2057,1039,71.99,Travel,Weekend,1
2058,1129,175.98,Travel,Weekend,1
2059,1041,31.02,Travel,Weekday,0
2060,1157,84.65,Supplies,Weekday,0
2061,1171,84.77,Supplies,Weekday,0
2062,1082,89.93,Meals,Weekday,0
2063,1009,167.8,Supplies,Weekday,0
2064,1083,162.03,Accommodation,Weekday,0
2065,1190,123.74,Travel,Weekday,0
2066,1151,83.78,Supplies,Weekend,1
2067,1133,119.92,Supplies,Weekend,1
2068,1122,52.64,Meals,Weekday,0
2069,1044,52.28,Accommodation,Weekday,0
2070,1124,85.46,Accommodation,Weekday,0
2071,1145,41.04,Travel,Weekend,1
2072,1143,136.19,Accommodation,Weekday,0
2073,1102,163.41,Supplies,Weekend,1
2074,1103,128.43,Accommodation,Weekday,0
2075,1039,61.1,Meals,Weekday,0
2076,1143,100.13,Accommodation,Weekday,0
2077,1103,182.94,Supplies,Weekend,1
2078,1078,198.01,Supplies,Weekday,0
2079,1127,55.15,Accommodation,Weekday,0
2080,1103,154.26,Supplies,Weekday,0
2081,1197,78.3,Meals,Weekend,1
2082,1140,198.7,Accommodation,Weekday,0
2083,1195,201.97,Accommodation,Weekday,0
2084,1049,21.78,Accommodation,Weekend,1
2085,1156,71.15,Supplies,Weekend,1
2086,1185,152.65,Supplies,Weekend,1
2087,1134,6.14,Accommodation,Weekend,1
2088,1004,215.8,Meals,Weekday,0
2089,1167,151.16,Travel,Weekday,0
2090,1003,33.87,Travel,Weekend,1
2091,1006,186.68,Supplies,Weekday,0
2092,1036,187.14,Meals,Weekday,0
2093,1112,161.44,Supplies,Weekday,0
2094,1074,152.74,Accommodation,Weekday,0
2095,1186,177.38,Supplies,Weekday,0
2096,1049,59.44,Meals,Weekday,0
2097,1068,136.18,Travel,Weekday,0
2098,1156,76.28,Meals,Weekend,1
2099,1182,191.63,Meals,Weekday,0
2100,1118,122.11,Supplies,Weekday,0
2101,1088,12.18,Meals,Weekday,0
2102,1194,31.7,Meals,Weekday,0
2103,1029,118.99,Supplies,Weekday,0
2104,1147,87.46,Meals,Weekday,0
2105,1066,89.89,Meals,Weekday,0
2106,1060,74.89,Meals,Weekend,1
2107,1043,70.1,Travel,Weekday,0
2108,1055,142.36,Meals,Weekday,0
2109,1078,165.06,Meals,Weekday,0
2110,1187,135.82,Accommodation,Weekend,1
2111,1168,159.85,Meals,Weekend,1
2112,1077,123.79,Accommodation,Weekday,0
2113,1039,27.26,Supplies,Weekday,0
2114,1049,209.83,Supplies,Weekday,0
2115,1137,205.91,Accommodation,Weekday,0
2116,1016,157.4,Supplies,Weekday,0
2117,1014,46.06,Supplies,Weekday,0
2118,1092,31.57,Travel,Weekday,0
2119,1180,75.88,Accommodation,Weekday,0
2120,1050,249.09,Supplies,Weekend,1
2121,1120,142.39,Accommodation,Weekday,0
2122,1065,121.25,Supplies,Weekday,0
2123,1025,127.55,Accommodation,Weekday,0
2124,1037,96.7,Meals,Weekday,0
2125,1124,116.42,Accommodation,Weekend,1
2126,1091,125.74,Accommodation,Weekday,0
2127,1029,85.43,Accommodation,Weekday,0
2128,1054,47.33,Meals,Weekday,0
2129,1136,126.52,Accommodation,Weekday,0
2130,1015,73.92,Supplies,Weekday,0
2131,1023,184.87,Supplies,Weekday,0
2132,1019,149.5,Meals,Weekday,0
2133,1061,113.67,Accommodation,Weekday,0
2134,1051,76.99,Supplies,Weekday,0
2135,1125,160.88,Accommodation,Weekday,0
2136,1077,163.31,Travel,Weekday,0
2137,1051,92.61,Accommodation,Weekday,0
2138,1042,141.44,Meals,Weekday,0
2139,1095,68.52,Accommodation,Weekday,0
2140,1137,129.87,Supplies,Weekend,1
2141,1065,70.93,Accommodation,Weekday,0
2142,1070,90.65,Meals,Weekend,1
2143,1192,171.79,Supplies,Weekend,1
2144,1100,190.88,Travel,Weekday,0
2145,1014,36.51,Travel,Weekday,0
2146,1074,110.77,Accommodation,Weekday,0
2147,1083,160.66,Accommodation,Weekday,0
2148,1049,57.4,Travel,Weekday,0
2149,1040,96.18,Meals,Weekday,0
2150,1059,152.76,Supplies,Weekday,0
2151,1032,87.66,Meals,Weekday,0
2152,1051,40.21,Meals,Weekday,0
2153,1165,99.91,Meals,Weekday,0
2154,1121,107.33,Travel,Weekday,0
2155,1191,213.42,Travel,Weekday,0
2156,1137,261.28,Supplies,Weekday,0
2157,1095,140.16,Travel,Weekend,1
2158,1099,125.7,Supplies,Weekday,0
2159,1177,53.34,Supplies,Weekday,0
2160,1190,36.22,Travel,Weekday,0
2161,1058,189.7,Travel,Weekday,0
2162,1139,31.69,Travel,Weekday,0
2163,1057,159.63,Supplies,Weekday,0
2164,1008,263.18,Meals,Weekday,0
2165,1176,58.68,Supplies,Weekday,0
2166,1188,5.02,Supplies,Weekend,1
2167,1080,148.81,Accommodation,Weekday,0
2168,1104,197.14,Accommodation,Weekday,0
2169,1050,60.59,Meals,Weekend,1
2170,1172,177.56,Supplies,Weekday,0
2171,1066,194.85,Supplies,Weekday,0
2172,1113,142.93,Travel,Weekday,0
2173,1104,96.13,Accommodation,Weekday,0
2174,1079,168.45,Travel,Weekend,1
2175,1017,88.69,Accommodation,Weekday,0
2176,1188,117.29,Accommodation,Weekday,0
2177,1177,98.16,Meals,Weekend,1
2178,1141,136.86,Travel,Weekday,0
2179,1137,130.57,Accommodation,Weekday,0
2180,1133,118.45,Travel,Weekday,0
2181,1002,105.47,Travel,Weekday,0
2182,1112,155.7,Accommodation,Weekday,0
2183,1085,76.24,Meals,Weekday,0
2184,1129,71.33,Meals,Weekday,0
2185,1075,188.16,Travel,Weekend,1
2186,1120,175.78,Accommodation,Weekday,0
2187,1128,78.47,Accommodation,Weekday,0
2188,1179,74.72,Supplies,Weekday,0
2189,1100,78.1,Meals,Weekend,1
2190,1140,9.25,Accommodation,Weekday,0
2191,1031,176.68,Meals,Weekday,0
2192,1152,141.66,Supplies,Weekday,0
2193,1165,66.16,Supplies,Weekday,0
2194,1132,162.46,Travel,Weekday,0
2195,1100,173.06,Supplies,Weekend,1
2196,1145,116.99,Supplies,Weekday,0
2197,1137,147.13,Accommodation,Weekday,0
2198,1180,145.85,Accommodation,Weekday,0
2199,1161,119.13,Supplies,Weekday,0
2200,1029,121.77,Accommodation,Weekend,1
2201,1159,141.95,Accommodation,Weekday,0
2202,1138,132.41,Travel,Weekday,0
2203,1085,93.56,Accommodation,Weekday,0
2204,1157,86.91,Travel,Weekday,0
2205,1000,215.82,Accommodation,Weekday,0
2206,1005,97.44,Travel,Weekday,0
2207,1077,43.13,Travel,Weekday,0
2208,1183,190.73,Meals,Weekend,1
2209,1194,117.45,Travel,Weekday,0
2210,1057,115.52,Accommodation,Weekday,0
2211,1094,116.61,Travel,Weekend,1
2212,1123,195.33,Supplies,Weekday,0
2213,1146,61.61,Travel,Weekday,0
2214,1188,185.88,Travel,Weekday,0
2215,1061,139.93,Supplies,Weekend,1
2216,1070,175.15,Accommodation,Weekday,0
2217,1162,92.75,Accommodation,Weekday,0
2218,1170,280.97,Accommodation,Weekend,1
2219,1004,113.31,Travel,Weekday,0
2220,1127,116.28,Supplies,Weekday,0
2221,1045,65.4,Meals,Weekend,1
2222,1034,112.31,Accommodation,Weekday,0
2223,1099,68.43,Supplies,Weekday,0
2224,1100,249.87,Supplies,Weekday,0
2225,1123,12.11,Accommodation,Weekday,0
2226,1163,19.26,Meals,Weekday,0
2227,1003,86.49,Accommodation,Weekday,0
2228,1188,142.01,Supplies,Weekend,1
2229,1001,201.38,Supplies,Weekday,0
2230,1100,128.15,Meals,Weekday,0
2231,1162,100.05,Supplies,Weekday,0
2232,1045,120.42,Accommodation,Weekday,0
2233,1003,166.34,Accommodation,Weekday,0
2234,1127,49.82,Meals,Weekday,0
2235,1187,179.11,Accommodation,Weekday,0
2236,1047,8.22,Accommodation,Weekday,0
2237,1119,105.3,Accommodation,Weekday,0
2238,1003,114.08,Meals,Weekend,1
2239,1197,34.37,Meals,Weekday,0
2240,1050,122.05,Travel,Weekday,0
2241,1016,93.72,Meals,Weekend,1
2242,1003,134.56,Supplies,Weekday,0
2243,1085,137.3,Travel,Weekday,0
2244,1184,142.31,Supplies,Weekend,1
2245,1134,89.55,Meals,Weekday,0
2246,1175,129.11,Accommodation,Weekday,0
2247,1091,192.69,Accommodation,Weekday,0
2248,1076,167.82,Travel,Weekday,0
2249,1160,138.18,Supplies,Weekday,0
2250,1076,62.02,Travel,Weekday,0
2251,1195,35.51,Travel,Weekday,0
2252,1127,0.75,Accommodation,Weekday,0
2253,1183,158.37,Meals,Weekday,0
2254,1024,71.84,Travel,Weekend,1
2255,1083,43.22,Accommodation,Weekday,0
2256,1101,80.73,Supplies,Weekday,0
2257,1162,111.82,Travel,Weekday,0
2258,1072,125.05,Travel,Weekday,0
2259,1093,76.0,Meals,Weekday,0
2260,1166,174.9,Meals,Weekday,0
2261,1022,106.9,Meals,Weekend,1
2262,1138,104.85,Meals,Weekday,0
2263,1078,64.52,Meals,Weekend,1
2264,1116,236.94,Accommodation,Weekday,0
2265,1021,110.1,Travel,Weekend,1
2266,1080,152.58,Accommodation,Weekday,0
2267,1174,130.39,Accommodation,Weekday,0
2268,1011,194.63,Meals,Weekend,1
2269,1162,69.11,Travel,Weekend,1
2270,1033,151.54,Meals,Weekday,0
2271,1128,101.1,Meals,Weekday,0
2272,1159,131.36,Supplies,Weekday,0
2273,1131,99.28,Meals,Weekday,0
2274,1151,234.84,Meals,Weekday,0
2275,1198,113.26,Accommodation,Weekday,0
2276,1075,26.66,Accommodation,Weekday,0
2277,1149,112.24,Travel,Weekday,0
2278,1162,128.0,Travel,Weekday,0
2279,1156,127.86,Meals,Weekday,0
2280,1112,43.65,Meals,Weekday,0
2281,1144,48.96,Supplies,Weekday,0
2282,1155,231.51,Supplies,Weekday,0
2283,1046,106.44,Accommodation,Weekday,0
2284,1168,112.68,Travel,Weekday,0
2285,1016,245.33,Travel,Weekday,0
2286,1003,168.13,Travel,Weekday,0
2287,1040,117.95,Accommodation,Weekday,0
2288,1133,134.15,Travel,Weekday,0
2289,1171,239.71,Accommodation,Weekday,0
2290,1151,82.0,Accommodation,Weekday,0
2291,1053,170.08,Travel,Weekday,0
2292,1199,160.88,Supplies,Weekend,1
2293,1104,123.62,Supplies,Weekday,0
2294,1090,87.24,Travel,Weekday,0
2295,1126,144.18,Supplies,Weekday,0
2296,1030,119.84,Supplies,Weekday,0
2297,1008,163.14,Accommodation,Weekday,0
2298,1052,21.67,Accommodation,Weekend,1
2299,1123,310.99,Travel,Weekday,0
2300,1001,155.67,Meals,Weekday,0
2301,1147,149.03,Travel,Weekday,0
2302,1119,243.31,Travel,Weekday,0
2303,1105,82.51,Accommodation,Weekend,1
2304,1003,78.33,Travel,Weekday,0
2305,1171,100.4,Supplies,Weekend,1
2306,1061,250.34,Travel,Weekday,0
2307,1012,114.44,Meals,Weekday,0
2308,1112,285.47,Accommodation,Weekday,0
2309,1147,88.05,Accommodation,Weekend,1
2310,1179,37.15,Travel,Weekday,0
2311,1133,19.07,Travel,Weekday,0
2312,1142,155.39,Meals,Weekday,0
2313,1199,158.87,Supplies,Weekday,0
2314,1063,141.76,Supplies,Weekday,0
2315,1093,58.26,Accommodation,Weekday,0
2316,1163,48.39,Travel,Weekday,0
2317,1163,33.27,Accommodation,Weekday,0
2318,1130,101.15,Meals,Weekday,0
2319,1090,140.95,Supplies,Weekday,0
2320,1122,197.08,Supplies,Weekday,0
2321,1039,176.57,Meals,Weekday,0
2322,1165,130.88,Meals,Weekday,0
2323,1044,281.07,Accommodation,Weekday,0
2324,1189,123.16,Accommodation,Weekday,0
2325,1104,15.53,Meals,Weekend,1
2326,1119,40.12,Accommodation,Weekday,0
2327,1094,126.64,Accommodation,Weekday,0
2328,1065,39.92,Supplies,Weekday,0
2329,1023,199.08,Travel,Weekend,1
2330,1005,134.0,Meals,Weekend,1
2331,1125,200.87,Travel,Weekend,1
2332,1080,136.69,Meals,Weekday,0
2333,1089,25.38,Meals,Weekday,0
2334,1129,210.91,Accommodation,Weekday,0
2335,1025,116.64,Accommodation,Weekend,1
2336,1043,119.7,Meals,Weekday,0
2337,1000,148.65,Meals,Weekday,0
2338,1129,111.8,Accommodation,Weekday,0
2339,1010,154.15,Accommodation,Weekday,0
2340,1157,134.3,Travel,Weekday,0
2341,1033,117.47,Supplies,Weekday,0
2342,1060,34.23,Supplies,Weekday,0
2343,1090,122.67,Travel,Weekday,0
2344,1106,112.99,Meals,Weekday,0
2345,1161,161.94,Accommodation,Weekday,0
2346,1198,168.07,Meals,Weekday,0
2347,1102,108.81,Supplies,Weekday,0
2348,1001,101.68,Accommodation,Weekday,0
2349,1063,192.95,Travel,Weekday,0
2350,1093,163.89,Travel,Weekday,0
2351,1130,81.07,Supplies,Weekday,0
2352,1126,26.26,Meals,Weekday,0
2353,1193,228.83,Meals,Weekday,0
2354,1157,169.24,Meals,Weekday,0
2355,1100,176.61,Supplies,Weekday,0
2356,1162,52.6,Supplies,Weekday,0
2357,1121,168.66,Supplies,Weekend,1
2358,1149,61.92,Meals,Weekday,0
2359,1081,184.12,Travel,Weekday,0
2360,1061,112.62,Meals,Weekday,0
2361,1108,40.21,Supplies,Weekday,0
2362,1053,131.32,Accommodation,Weekday,0
2363,1187,151.55,Supplies,Weekday,0
2364,1112,156.58,Accommodation,Weekday,0
2365,1037,123.21,Supplies,Weekday,0
2366,1029,1.36,Supplies,Weekday,0
2367,1129,208.23,Accommodation,Weekday,0
2368,1019,157.31,Supplies,Weekday,0
2369,1171,123.71,Travel,Weekday,0
2370,1067,197.17,Accommodation,Weekday,0
2371,1111,41.53,Supplies,Weekday,0
2372,1008,98.26,Accommodation,Weekday,0
2373,1141,180.59,Accommodation,Weekday,0
2374,1010,250.61,Accommodation,Weekday,0
2375,1009,92.55,Travel,Weekday,0
2376,1198,13.44,Supplies,Weekday,0
2377,1056,163.96,Travel,Weekday,0
2378,1005,202.91,Accommodation,Weekday,0
2379,1144,14.12,Accommodation,Weekday,0
2380,1012,111.51,Meals,Weekday,0
2381,1058,187.43,Meals,Weekday,0
2382,1046,208.75,Meals,Weekday,0
2383,1123,25.52,Accommodation,Weekend,1
2384,1119,104.91,Travel,Weekend,1
2385,1003,89.88,Accommodation,Weekday,0
2386,1025,59.02,Accommodation,Weekday,0
2387,1031,132.41,Travel,Weekday,0
2388,1183,139.98,Supplies,Weekday,0
2389,1194,227.81,Meals,Weekday,0
2390,1138,25.62,Accommodation,Weekend,1
2391,1117,151.95,Accommodation,Weekend,1
2392,1185,72.2,Supplies,Weekday,0
2393,1051,49.49,Meals,Weekday,0
2394,1156,103.75,Supplies,Weekday,0
2395,1129,137.05,Meals,Weekday,0
2396,1195,84.83,Accommodation,Weekday,0
2397,1048,104.14,Meals,Weekday,0
2398,1112,119.43,Accommodation,Weekday,0
2399,1148,145.17,Travel,Weekday,0
2400,1016,188.38,Travel,Weekday,0
2401,1108,108.11,Travel,Weekday,0
2402,1095,126.0,Supplies,Weekday,0
2403,1130,122.15,Supplies,Weekday,0
2404,1041,223.87,Accommodation,Weekday,0
2405,1175,149.13,Supplies,Weekday,0
2406,1115,143.2,Supplies,Weekday,0
2407,1094,117.58,Supplies,Weekday,0
2408,1158,121.53,Travel,Weekend,1
2409,1125,3.28,Supplies,Weekend,1
2410,1128,94.48,Meals,Weekday,0
2411,1091,151.9,Supplies,Weekday,0
2412,1086,120.58,Meals,Weekday,0
2413,1115,110.07,Travel,Weekday,0
2414,1068,205.56,Accommodation,Weekday,0
2415,1000,143.77,Supplies,Weekday,0
2416,1079,49.28,Accommodation,Weekend,1
2417,1035,25.31,Accommodation,Weekday,0
2418,1100,176.93,Accommodation,Weekend,1
2419,1079,66.03,Accommodation,Weekday,0
2420,1186,136.44,Supplies,Weekday,0
2421,1060,167.88,Meals,Weekday,0
2422,1075,136.17,Accommodation,Weekday,0
2423,1003,214.79,Travel,Weekend,1
2424,1118,109.99,Travel,Weekday,0
2425,1048,138.34,Meals,Weekday,0
2426,1040,94.78,Accommodation,Weekday,0
2427,1187,103.19,Travel,Weekday,0
2428,1199,168.13,Supplies,Weekday,0
2429,1199,175.53,Travel,Weekday,0
2430,1120,26.76,Accommodation,Weekday,0
2431,1020,73.62,Accommodation,Weekday,0
2432,1039,132.62,Accommodation,Weekday,0
2433,1199,155.19,Accommodation,Weekday,0
2434,1092,46.61,Travel,Weekday,0
2435,1078,86.79,Supplies,Weekday,0
2436,1077,152.44,Accommodation,Weekend,1
2437,1101,163.41,Accommodation,Weekday,0
2438,1167,143.66,Meals,Weekday,0
2439,1154,110.44,Travel,Weekday,0
2440,1169,60.02,Supplies,Weekday,0
2441,1103,97.58,Supplies,Weekend,1
2442,1125,180.76,Supplies,Weekday,0
2443,1163,174.98,Meals,Weekday,0
2444,1138,68.39,Travel,Weekday,0
2445,1076,215.58,Accommodation,Weekday,0
2446,1034,74.03,Travel,Weekday,0
2447,1084,129.02,Meals,Weekday,0
2448,1036,57.0,Accommodation,Weekday,0
2449,1139,221.61,Meals,Weekday,0
2450,1177,170.98,Supplies,Weekday,0
2451,1152,131.23,Meals,Weekday,0
2452,1062,94.6,Accommodation,Weekday,0
2453,1118,250.56,Accommodation,Weekday,0
2454,1107,151.22,Meals,Weekend,1
2455,1009,242.35,Travel,Weekday,0
2456,1057,129.01,Travel,Weekday,0
2457,1102,130.79,Travel,Weekday,0
2458,1002,170.2,Supplies,Weekday,0
2459,1196,131.48,Supplies,Weekday,0
2460,1054,136.12,Supplies,Weekday,0
2461,1139,142.91,Supplies,Weekday,0
2462,1044,172.49,Travel,Weekday,0
2463,1168,73.75,Travel,Weekday,0
2464,1095,122.0,Meals,Weekday,0
2465,1169,90.0,Supplies,Weekday,0
2466,1032,158.94,Meals,Weekday,0
2467,1069,121.35,Supplies,Weekday,0
2468,1005,87.1,Accommodation,Weekday,0
2469,1129,206.67,Supplies,Weekday,0
2470,1153,190.97,Supplies,Weekday,0
2471,1047,191.19,Travel,Weekday,0
2472,1056,198.6,Accommodation,Weekend,1
2473,1068,155.33,Supplies,Weekday,0
2474,1173,160.42,Accommodation,Weekday,0
2475,1175,109.73,Meals,Weekday,0
2476,1040,200.82,Meals,Weekday,0
2477,1106,130.69,Travel,Weekday,0
2478,1015,86.53,Supplies,Weekday,0
2479,1179,146.35,Travel,Weekday,0
2480,1011,98.76,Meals,Weekday,0
2481,1014,175.89,Supplies,Weekend,1
2482,1100,166.6,Accommodation,Weekend,1
